Unnamed: 0,סוג הנכס,עיר,שכונה,רחוב,חדרים,קומה,מחיר,מטרים,לשוטפים,ריהוט,מעלית,מזגן,חניה,מרפסת,סורגים,ממד,מחסן,משופצת,דוד שמש,חיות מחמד,תאור
1388,דירה,ירושלים והסביבה,ירושלים,קטמון הישנה,2.0,1,4000,30.0,0,0,0,1,1,1,0,0,0,0,0,0,"להשכרה בקטמון הישנה- דירת 2 חדרים קטנה וחמודה (30 מ""ר). דירה ליחיד/זוג. שכ""ד כ4,000 ש""ח לא כולל חשבונות. הדירה נמצאת ברחוב שקט עם המון מקומות חנייה. 
10 דק' הליכה מעמק רפאים ו2 דק' מפארק סן סימון.
הדבר הכי שווה בדירה הוא המרפסת הענקית!
כניסה ב1.8 
"
1389,סאבלט,כרמיאל והסביבה,מכמנים,להקת תיסלם 2,1.0,2,4000,145.0,0,1,0,1,1,1,0,0,0,1,0,0,מרוהטת פומפלט
1390,דירה,תל אביב,תל אביב יפו,הצפון החדש החלק הצפוני,4.0,4,11300,95.0,0,0,1,1,1,0,1,0,1,1,0,0,"דירה מקסימה ואוורירית ב שלומציון המלכה תל אביב . הדירה 95 מטר, חדרי רחצה ומטבח משופצים, פונה לשלושה כיווני אוויר במיקום מעולה בצפון הישן. 
הדירה בעלת 4 חדרים, חניה צמודה, קומה רביעית עם מעלית. הדירה נמצאת במיקום מצויין, דקה הליכה לפארק הירקון בתי קפה מקומים ובתי ספר וגנים. אווירה תל אביבית ומקסימה מלאה בחן ואור. מתאים לזוג או משפחה. מחיר 11,300 ש״ח לחודש, כניסה ב1/8, לפניה ניתן לפנות ל: שירלי ורני"
1391,דירה,ירושלים והסביבה,שורש,יפה נוף 1,2.5,5,4500,55.0,0,0,1,1,1,1,0,0,0,0,0,0,"דירה חמודה מאד עם מרפסת ונוף הררי מקסים לכיוון כביש 1.  בבניין לובי מטופח עם שמירה. המחיר כולל חניה פרטית,  דמי ניהול וארנונה"
1392,דירה,נס ציונה - רחובות,רחובות,נווה יהודה,4.0,2,5300,92.0,0,0,1,1,1,0,0,0,0,1,0,0,"דירת 4 חדרים ברחוב דרך יבנה בביניין שעבר שיפוץ חיצוני , הדירה מוארת בחזית הביניין , משופצת מהיסוד ברמה גבוה (חשמל ,תקשורת ,אינסטלציה,חלונות,ריצוף,צבע,מטבח,דלתות) הדירה כוללת יחידת הורים , מטבח ענק , שירותים ומקלחת כפולים , חדר כביסה , בוידעם , מזגנים בכל החדרים, מעלית , חניה פרטית גדולה. בקרבת גני ילדים , בתי ספר וגן שעשועים. 3 דירות בקומה .  *ללא בעלי חיים .לא בשבת!!"
1393,דירה,חולון - בת ים,חולון,נווה רמז,4.0,3,6800,95.0,0,0,1,1,1,0,1,0,0,1,0,0,"להשכרה דירה 4 חדרים מרווחת ומשופצת, ארונות בחדרים,יחידת הורים כוללת שרותים ומקלחת, חניה מקורה, מושלמת למשפחה, השכרה לטווח רחוק.
פינוי באוגוסט"
1394,דירה,באר שבע והסביבה,נתיבות,אריאל שרון 1,3.0,2,2900,84.0,0,0,1,0,1,1,0,1,0,0,0,0,"דירה חדשה מהקבלן, שרותים 
מקלחת פלוס עוד שרותים בודד חדרים מרווחים, תריסים חשמליים עם אפשרות ידנית בשבת, פינת אוכל, בניין בוטיק קטן עם 4 קומות בלבד מרפסת נחמדה עם נוף, דירה מרווחת ומוארת מאוד חניה פרטית. לא בשבת. גמישות בכניסה"
1395,דירה,באר שבע והסביבה,שדרות,נחל הבשור 4,4.0,3,3800,120.0,0,0,1,1,1,1,0,1,0,0,0,0,"דירת 4 חדרים חדשה מקבלן עם מזגן ורשתות בכל החדרים, הדירה כוללת חניה פרטית
חדר הורים עם שירותים ומקלחת + שירותים ומקלחת נוספים וחדר שירות.
בבניין יש 2 מעליות אחת מתפקדת כמעלית שבת.
קיימת גמישות במועד הכניסה לדירה.
נא לא להתקשר בשבת תודה"
1396,דירה,בית שמש והסביבה,בית שמש,העונות 1,3.0,5,4000,110.0,0,0,1,1,1,1,1,1,1,0,0,0,דירה מהממת חדשה מקבלן ברחוב רועי קליין נווה שמיר ללא תיווך
1397,יחידת דיור,מושבים במרכז,יגל,הדקל 23,2.0,1,3800,55.0,0,0,0,1,0,1,0,0,0,0,0,0,"יחידת דיור בת 3 שנים במושב יגל. 
היחידה נמצאת מעל הבית של הבעלים.
סלון וחדר שינה, כ- 45 מר.
יש חצר קטנה ומאובזרת המשותפת לדיירת נוספת.
מחיר כולל ארנונה ומים.
החוזה עד חודש פברואר, לאחר מכן חידוש מול הבעלים.

במידה ואין מענה טלפוני נא לשלוח ווצאפ"
1398,גג/פנטהאוז,פרדס חנה - כרכור,חריש,גפן 13,5.0,3,5000,117.0,0,0,1,1,1,1,0,1,0,1,0,0,"דירת מיני פנטהאוז, 5 חדרים מושקעת ומעוצבת עם מרפסת ענקית לנוף פתוח + 2 חניות. נמצאת במקום מרכזי קרוב למרכז מסחרי, מוסדות חינוך, גני ילדים, קופות חולים וגנים ציבוריים, קרובה לכביש הראשי ויציאה מהעיר. 
דירה מרוהטת + מטבח שכולל מוצרי חשמל (ניתן להשכיר גם ללא ריהוט) שכירות לטווח ארוך"
1399,דירה,ירושלים והסביבה,ירושלים,גילה,3.0,1,4500,60.0,0,1,0,1,0,0,1,0,1,1,0,0,"דירה 3 חדרים מוארת ונעימה מאוד קומה 1 מרוהטת חלקי  (2 ארונות בגדים כיריים גז וספה ) 
קרובה לבית  כנסת .מכולת קופת חולים ותחבורה ציבורית"
1400,בית פרטי/קוטג',באר שבע והסביבה,שדרות,שנית 8,6.0,0,7000,400.0,0,0,0,1,1,1,0,1,0,0,0,0,"ווילה יפיפיה מושקעת וחדשה, תיכנון מעולה כניסה מידית, חצר מרוצפת בצדדים דשא סינטטי, מזגן מרכזי סלון מטבח ופינת אוכל ובכל חדר מזגן נפרד 3 שירותים דירה מרווחת תיקרה גבוהה מעל 3 מטר"
1401,דירה,רמת גן - גבעתיים,רמת גן,תל יהודה,4.0,1,6100,110.0,0,0,0,1,1,0,1,0,0,0,0,0,"דירת 4 חדרים מרווחת מאוד, 110 מ""ר, צופה לגינת האגדה הירוקה. חניה כפולה פרטית בטאבו, מיזוג מרכזי. קומה ראשונה ללא מעלית. שקטה ונעימה, שש דירות בבניין בלבד. מרחק הליכה קצר למרום נוה, לשדרות ירושלים ולבי""ס למשחק בית צבי. מושלמת ל-3 שותפים או למשפחה עם ילדים. חדרים גדולים. שלוש מרפסות מקורות. שני שירותים"
1402,דירה,קיסריה והסביבה,אור עקיבא,אילות השדה 1,5.0,2,5500,124.0,0,0,1,1,1,1,0,1,1,0,0,0,"אחת הדירות האטרקטיביות בפרוייקט More YAM

-דירת חמישה חדרים מהניילון + מחסן צמוד + מרפסת מפנקת עם נוף פתוח לנחל ולפארק
- קומה שנייה מתוך חמש בבניין בוטיק פינתי
- מיקום מצוין. מרחק הליכה ממוסדות החינוך והמתנ''ס
- מוארת עם כיווני אוויר אופטימלים (דרום מערב)
- שתי חניות
צפי כניסה אוגוסט"
1403,דירה,קיסריה והסביבה,אור עקיבא,"שז""ר",3.0,3,2500,71.0,0,0,0,0,0,0,0,0,0,0,0,0,"להשכרה דירת 3 חדרים בשכונת שז""ר באור עקיבא.
נמצאת באזור שקט, במיקום עולה
קרוב לתחבורה ציבורית ומרכזי קניות.
חנייה בשפע"
1404,בית פרטי/קוטג',גליל ועמקים,כפר ורדים,מירון 26,5.5,0,5900,680.0,0,0,0,1,1,1,0,1,1,0,0,0,"4 חדרי שינה (אחד מהם ממ""ד).
3 מקלחות.
הסקה מרכזית.
לא מרוהטת. בתמונות- הריהוט של הדיירת הנוכחית.
גינה.
חנייה מוצלת"
1405,יחידת דיור,הוד השרון והסביבה,הוד השרון,נווה הדר,3.0,1,4900,75.0,0,0,0,1,1,1,0,0,0,1,0,0,"***   ללא תיווך ולא למתווכים בבקשה  *** 
יחידת דיור כפרית עם כניסה נפרדת, מול פארק ארבע עונות. 
מוארת ומרווחת (75 מ""ר), 3 חדרים עם מרפסת. 
דמי שכירות 4900 ש""ח כוללת ארנונה, כבלים ואינטרנט.
כניסה ב 01.07 (גמיש), אפשרות לטווח ארוך
ללא בעלי חיים ולא למעשנים"
1406,דירה,תל אביב,תל אביב יפו,"נוה צה""ל",3.0,1,5300,65.0,0,0,0,1,0,0,1,0,0,1,0,0,דירה 3 חדרים קומה ראשונה משופצת כולה באיזור מצויין ביד אליהו
1407,דירה,באר שבע והסביבה,באר שבע,רמות,4.0,1,3800,110.0,0,0,1,1,1,1,1,1,0,0,0,0,"דירה נעימה ומקסימה, 4 חדרים 110 מ""ר ,
ארונות בחדרים, יחידת הורים עם חדר ארונות ומקלחת. מטבח כולל כיריים, תנור בילט אין ומקרר"
1408,דירת גן,חולון - בת ים,חולון,תל גיבורים,3.5,1,4500,80.0,0,0,0,1,0,0,1,0,1,0,0,0,"דירת גן מהממת!!  3.5 חדרים - מרווחת מאוד, מוארת, חצר גדולה עם עצי פרי (בהסכמה), מחסן, קרובה למוסדות חינוך, גינת שעשועים ותחנת הרכבת"
1409,דירה,רמת גן - גבעתיים,רמת גן,תל יהודה,4.0,3,6900,120.0,0,0,1,1,1,1,0,0,1,0,0,0,"דירת 4 חדרים גדולה ומרווחת (120 מ""ר) שקטה מאוד. בניין בן 6 דיירים, קרובה למרום נווה כולל חנייה מעלית ומחסן. 
(ללא תיווך)"
1410,דירה,פתח תקוה והסביבה,פתח תקווה,רמות ורבר,3.0,1,4500,78.0,0,0,0,1,1,0,0,0,0,0,0,0,"דירת 3 חדרים שמורה היטב,במצב טוב.
סמוך לבית חולים בלינסון עם חניה"
1411,דירה,חולון - בת ים,חולון,ההסתדרות 92,3.5,2,4600,90.0,0,0,0,1,0,1,0,0,0,1,0,0,"השכרה, דירה, קומה 2, חולון"
1412,דירה,באר שבע והסביבה,שדרות,הרב אבא אבוחצירה 1,4.0,1,4300,136.0,0,0,1,1,1,1,0,1,0,0,0,0,"לא מתיווך!, חדשה מקבל""ן! ולא מהתוכנית למשתכן! 110 + 23 מטר מרפסת, שני כיווני אוויר, אסלות תלויות וניאגרות סמויות, חשמל חכם בכל הבית, מזגן מיני מרכזי WIFI + עיליים בכל החדרים, תריסים חשמליים בכל הבית, ריצוף 80X80 + ריצוף דמוי פרקט 15X60 במרפסת, לובי מעוצב +  מרפסת פונה לכיוון צפון + החנייה הפרטית! סגירת מקלחות עם זכוכית, דוד WIFI ועוד פינוק לבחירה בסגירה ;)"
1413,דירה,חיפה וחוף הכרמל,חיפה,רמות רמז,2.5,1,2600,50.0,0,1,1,1,0,0,1,0,1,1,0,0,"דירה 2.5 חדרים גדולה לא מחולקת, מרוהטת קומפלקת, ארנונה זולה סביב 280, חנייה בשפע רק להביא מזוודה, בשכונה קרובה לטכניון, אוניברסיטת חיפה, זיו, נוף פסטוריאלי, ללא תיווך"
1414,דירת גן,פתח תקוה והסביבה,פתח תקווה,אזור תעשייה פארק ינאי ורמת סיב,4.0,2,9000,140.0,0,0,0,1,1,1,1,0,0,1,0,0,"דירת גן בבנין 2 קומות (2 דיירים בלבד).
4 חדרים 140 מ""ר.
לאחרונה שופצה מהיסוד וברמת גימור גבוהה.
גודל מגרש חצי דונם.
חניה פרטית"
1415,יחידת דיור,באר שבע והסביבה,עומר,הכרם 7,2.5,1,3000,40.0,0,0,0,1,0,1,0,0,0,1,0,0,"יחידה חדשה בעומר הוותיקה ,ממוזגת מאובזרת ואידיאלית ליחיד/זוג. במיקום מרכזי ונח בעומר. קומת קרקע עם גינה פרטית"
1416,דירה,חיפה וחוף הכרמל,חיפה,רמת ספיר,4.0,3,4500,100.0,0,0,0,1,0,0,1,0,1,1,0,0,"פרטי, ללא תיווך -
דירת 4 חדרים גדולה ומרווחת.
יחידת הורים עם מקלחת ושירותים.
רשתות בכל החלונות.
מעלית, מיקום מרכזי ונוח - סופר, גני ילדים, תחבורה ציבורית נוחה, נוף פתוח.
תאריך כניסה גמיש - החל מחודש אוגוסט.
"
1417,דירה,נתניה והסביבה,נתניה,מרכז העיר,4.5,2,5500,110.0,0,0,1,1,1,0,0,0,0,0,0,0,"דירת 4.5 חדרים, 4 חדרי שינה, סלון גדול  מטבח חדש. שירותים ומקלחת ביחידת הורים. מזגנים בכל הבית, ארונות קיר. דירה נעימה שופעת אור ואוויר
בנין מתוחזק שעבר שיפוץ 
מרחק הליכה קצר מהים, מרכז קניות ספריה עירונית בתי ספר וגנים
לא בשבת ולא למתווכים"
1418,דירה,ראש העין והסביבה,ראש העין,אביב,5.0,1,6850,114.0,0,0,1,1,1,1,0,1,1,0,0,0,"להשכרה מיידית דירת 5 חדרים חדשה מקבלן, מרכז העיר: 114 מ""ר + מרפסת 12 מ""ר (מרפסת סוכה)+ מחסן+חניה"
1419,דירה,אשדוד - אשקלון,אשדוד,רובע יא,3.0,6,4600,75.0,0,0,1,1,1,0,0,0,0,0,0,0,"דירת 3 חדרים, עם נוף לים ובמרחק 5 דק הליכה לים.
3 חדרי שינה+מקלחת גדולה הכוללת גקוזי+מקלחון.
כניסה בתחילת ספטמבר 23.
"
1420,דירה,חולון - בת ים,בת ים,רמת הנשיא,2.5,1,3700,65.0,0,1,0,1,1,1,1,0,0,0,1,0,"להשכרה ללא תיווך
כניסה אמצע יולי - תחילת אוגוסט
רחוב כובשי החרמון, בת ים (רמת הנשיא)
2.5 חדרים + מרפסת סגורה
65 מ""ר
קומה 1
מזגנים, דוד שמש, מטבח גדול ומרווח
חנייה בשפע בחניון שמתחת לבית וברחובות הצמודים
5 דקות מהירידה לאיילון (מחלף יוספטל), מהרכבת ומקניון בת ים
רחוב פנימי ושקט, ללא תמ""א באזור, בלי חפירות רכבת קלה וחסימות כבישים
הדירה נשארת ריקה, אפשר לקנות חלק מהרהיטים פירוט הריהוט: ניתן לרכוש חלק מהריהוט מהשוכרים הנוכחיים"
1421,דירה,תל אביב,תל אביב יפו,הקריה,3.0,10,9700,75.0,0,1,1,1,1,1,0,1,0,0,0,0,"להשכרה החל מיולי, בבניין מגורים מידטאון, דירה 75 מטר+ 12 מטר מרפסת
ממד, מטבח מאובזר בתנור, מדיח, כיריים.
בדירה יש פינת אוכל, שולחן סלון, טלויזיה בממד, פינת טלויזיה (לא חובה להשאיר).
בניין עם בריכה, חדר כושר ושומר
קומה 10 לכיוון מערב
9700 שקלים פירוט הריהוט: תנור
מדיח
שולחן סלון
פינת אוכל
שידת טלויזיה
טלויזיה"
1422,דירה,עמק יזרעאל,עפולה,רובע יזרעאל,4.0,5,3900,137.0,0,0,1,1,1,1,0,1,1,1,0,0,"דירה מהממת בבנין שקט ואיכותי ברובע יזראעל.
משופצת ושמורה עם כיווני אויר טובים,
מרפסת גדולה.
בקרבת בית הספר והגנים."
1423,דירה,"ראשל""צ והסביבה",ראשון לציון,כצנלסון,3.0,2,5290,80.0,0,0,1,1,1,0,0,0,0,1,1,0,"לבעלי טעם לא מתפשר. דירה אורבנית 3 חדרים ענקית לאחר שיפוץ אדריכלי סטייל ניו-יורק. פרקטים איכותיים בכל הדירה. קירות אבן ועוד. מתחת לבית מסעדות, פאבים, בתי קפה וחנויות.
הדירה אידיאלית ליחיד, לזוג או לשני שותפים. שני חדרי שינה ענק יים + סלון ענקי.
נסיעה של 3 דקות למכללה למנהל (או קו אוטובוס ישיר). 
חניה בטאבו שייכת לדירה. יש גם מעלית.
תוספות: שירותי אורחים נפרדים, חדר ארונות, תנור, מדיח, דוד שמש ועוד"
1424,גג/פנטהאוז,תל אביב,תל אביב יפו,התקווה,2.0,2,5900,40.0,0,1,1,1,0,1,0,0,0,1,0,0,"בניין בוטיק דירת פנטאוז 2 חדרים 2 מרפסות לכל כוון של הבית ,במרפסת יש פינת מנגל ברבקיו לבית עליה גג 40 מ""ר מחכה לכם מערכת ישיבה לנופים ואויר ,עליה לדירה במעלית עם מפתח תרגיש פרטיות .ר""ח ללא תנועת כלי רכב,מדרחוב,ר""ח שקט ונעים,דירת גג פרטי מרוהטת קומפלט מוארת ,מעוצבת בסגנון מודרני מפנקת ,הכל חדש,
✅גודל הדירה 50 מטר 
✅מרפסות מפנקות עם הצללה פרגולה. 
✅הליכה לרכבת ההגנה 
✅שוק העשיר הצבעוני 
✅שכר דירה 5900 ש""ח לחודש 
✅דירה מרוהטת קומפלט 
✅ללא תיווך
פרטים נוספים ;
✅ארונה דו חודשי 750 ש""ח 
✅מים לפי צריכה 
✅חשמל לפי צריכה 
✅ועד אחזקת מעלית 400 ש""ח לחודש 
✅אינטרנט 110 ש""ח לחודש 

12 שיקים 
חודש פיקדון
ערב"
1425,דירה,מודיעין והסביבה,מודיעין מכבים רעות,לוי אשכול 1,5.0,5,6750,130.0,0,0,1,1,1,1,0,1,1,0,0,0,"שכונת מורשת רחוב לוי אשכול 2 מודיעין, דירה חדשה מקבלן קומה גבוהה באיזור מרכזי, נוף מדהים לנחל ענבה, מוארת, דרום מזרחית, יציאה נוחה לכביש ראשי, בית כנסת יבנה קרוב מאוד, קרוב לכל השירותים הנחוצים כולל בית ספר על יסודי , בתוך הדירה יחידת\סוויטת הורים נפרדת, מטבח גדול, מרפסת 15 מ""ר. שווה ביותר, תכנון מעולה. 2 חניות ומחסן"
1426,תיירות ונופש,גליל ועמקים,צפת,"כ""ב ילדי מעלות 220",5.0,3,1500,120.0,0,0,1,1,1,1,1,1,0,1,0,0,"?דירת נופש מפנקת במיוחד בצפת התפנתה לשבת הקרובה!?

?נוף פנורמי לכינרת והרי הגולן!
?ממוזגת
?4 חדרי שינה
?סלון גדול
?מרפסת הצופה לנוף
 ?3 כיווני אויר
?קרובה לעתיקה
?מנין ממוזג בחניית הבנין

כל הקודם זוכה!"
1427,דירה,רמת גן - גבעתיים,רמת גן,תל בנימין,2.0,2,4600,35.0,0,0,1,1,1,0,0,0,0,1,0,0,"להשכרה ברמת גן בשכונת תל בינימין היוקרתית דירה 2 חדרים 35 מ""ר במיקום מושלם פתוחה לנוף ירוק ויפה"
1428,דירה,באר שבע והסביבה,שדרות,נאות המייסדים,3.0,1,2200,70.0,0,0,0,1,0,0,1,0,0,1,0,0,"דירה יפה ומשופצת במיקום מרכזי מאוד סמוך למרכז מסחרי ולישיבת ההסדר.
3 חדרים קומה ראשונה (לא דירת קרקע)"
1429,דירת גן,בית שמש והסביבה,בית שמש,העונות 1,5.0,1,7700,125.0,0,0,1,1,1,1,1,1,1,0,0,0,"הדירה ברחוב רועי קליין 25 , פרויקט אופק שלי!

דירה פינתית שפונה לנוף מרהיב.
2 מרפסות, אחת מהסלון כ 10 מ""ר
ומרפסת חצר (מילוי טופו) כ 60 מ""ר.
ריצוף 80×80 בהיר בעיצוב נקי. 

 הבית בקומה מינוס 3 מרחוב עליון. וקומה 1 מחניה אליה נכנסים מרחוב תחתון. 

יש חניה מקורה בתת קרקעי + מחסן 6 מ""ר צמוד. 

בבית יותקנו מזגנים עיליים נפרדים לכל החדרים ולסלון"
1430,דירה,חולון - בת ים,בת ים,השיקמה 5,3.0,4,5000,75.0,0,0,1,1,0,1,0,0,0,1,0,0,"להשכרה מפרטי דירת 3 חדרים בבת ים.
משופצת! יפה ומושקעת. ממוזגת. 
קומה 4 עם מעלית.
מיקום שקט ומרכזי. ברחוב משעול אייל 20 (מקביל לרחוב השקמה 5 א). 

עברה שיפוץ מקיף: ריצוף, שירותים, מטבח, צנרת חדשה, חלונות, תריסים וצבע. 

מחיר 5,000״.
ארנונה 760? לחודשיים. ועד 150״. 

לפרטים נוספים - אודי"
1431,יחידת דיור,זכרון - בנימינה,בנימינה גבעת עדה,הסחלב 18,1.0,1,3000,30.0,0,0,0,1,0,1,0,0,0,1,0,0,"יחידת דיור עם נוף לים ולחוטם הכרמל, מרפסת, מקלחת ושירותים חדשים, דוד חשמלי והרבה שקט. כ-30 מ''ר.
מתאים ליחיד או לזוג. 
מחיר כולל ארנונה ומים"
1432,דירה,באר שבע והסביבה,באר שבע,נווה זאב,3.0,1,3400,100.0,0,1,1,1,1,1,1,1,1,1,0,0,"?״במגדלי דורי - בכניסה לנווה זאב״?
יצא להשכרה  דירת 3 חדרים
100 מ""ר
קומה 11 מתוך 17
דירה מרווחת מוארת ושמורה מאוד 
משופצת דלתות חדשות בכל הבית הבית לאחר שיפוץ מלא 
חדר אמבטיה וחדר שירותים חדר שירות 
2 מעלית
ממ""ד 
מזגנים חדשים בכל הבית 
חניה פרטית 
בניין מטופח ושמור 
חדר כושר 
מרפסת פונה לכיוון מזרח
ללא תיווך לעוד פרטים בפרטי
יש אפשרות לריהוט חלקי מחיר טוב רק לחוזה ארוך"
1433,גג/פנטהאוז,פרדס חנה - כרכור,פרדס חנה כרכור,דרך עירון 5,4.5,7,6500,165.0,0,0,1,1,1,1,0,1,0,1,0,0,"פנטהאוז מדהים ומיוחד להשכרה בשכונת עומרים - כרכור - ללא תיווך |(רח' דגן 12)
* דירת פנטהאוז 4.5 חדרים הטובה ביותר בפרויקט, 117.5 מ""ר בנוי בצורה מרווחת
* 2 מרפסות שמש בסך 50 מ""ר, אחת מהן (הגדולה) פונה לנוף פתוח עם פרגולה,
קומה שביעית ואחרונה, מיזוג אוויר בכל החדרים + יחידת הורים גדולה ומפנקת בנוסף חדר ארונות/תינוק/עבודה, רשתות בחלונות + רשת נגד יונים במסתור כביסה
*** שתי חניות + מחסן כניסה: 01/07/23"
1434,דירה,תל אביב,תל אביב יפו,פלורנטין,2.0,5,6700,75.0,0,0,1,1,0,0,0,1,0,1,0,0,"דירה מדהימה ללא תיווך!
בלב שכונת פלורנטין, במיקום מנצח, דירת 2 חדרים מרווחת ומתוכננת היטב כ-55 מ""ר + גג פרטי!!!
ישנו ממ""ד בכל קומה.
- בניין שמור מטופח ומתוחזק, קודן בכניסה.
- חיבור לגז ולמכונת כביסה.
כניסה ב 11.7 מתאימה מאוד לזוג/לבד.
ועד בית 320 ש""ח.
עדיף ללא בעלי חיים.
מראה את הנכס שלי בימי ראשון בין 12:00-13:00 ןבערב בימי ראשון בתשע ורבע, רק בתיאום מראש. תודה"
1435,בית פרטי/קוטג',גליל ועמקים,כחל,הר כור 175,5.0,0,7700,500.0,0,1,0,1,1,1,0,1,1,1,1,0,"בית קרקע מדהים בהרחבת מושב כחל בצפון. מתאים מאוד למשפחות.
הבית עם 4 חדרי שינה וסלון גדולה, 3 שירותים 2 מקלחות וחדר כביסה מרווחים.
לבית מרפסות עם גינה מטופחת וחניות צמודות.
מזגנים בכל החדרים ודוד שמש חדש
ריהוט חלקי במטבח (כיסאות בר, תנור, כיריים אינדוקציה)"
1436,דירה,קיסריה והסביבה,אור עקיבא,השולמית 1,5.0,6,5800,137.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירה חדשה מקבלן לא גרו בנכס
כניסה ב1.7
- קומה 6
- 5 חדרים
- 125 מ״ר
- מרפסת צפון מערב בודדת ללא שכנים 
-  סיווטת הורים מפנקת
- מחסן ו2 חניות!
- יציאה לכביש 2 וכביש 4
שכונה חדשה בפיתוח"
1437,דירה,גדרה יבנה והסביבה,יבנה,רחל המשוררת 2,6.0,3,6900,180.0,0,0,1,1,1,1,0,1,1,1,0,0,"דירת 6 חדרים ענקית ומפנקת 
קומה 3 מתוך 6
בניין בוטיק מטופח מאוד 
מזגנים רשתות קלפות מקלחון 
מחסן בקומת הלובי 
2 חניות צמודות(לא עוקבות) 
איכלוס מהיר"
1438,דירה,תל אביב,תל אביב יפו,לב תל אביב החלק הדרומי,3.0,1,11900,76.0,0,1,1,1,0,1,0,1,1,0,0,0,"דירת 3 חדרים 76 מ""ר ומרפסת 5.4 מ""ר באחד העם ממוקמת ליד נחלת בנימין ושדרות רוטשילד. עורפית, 2 כיווני אוויר שפונים לצמחייה יפה ושופעת. מגיעה מרוהטת. כניסה במהלך אוגוסט פירוט הריהוט: פירוט הריהוט:
מטבח : תנור חשמלי, כיריים ומקרר.
מכונת כביסה ומייבש.
תאורה בחדר בסלון וחדר האוכל.
מזגן.
אמבטיה, ארון בחדר מקלחת, וילון ומתלה למגבות.
מחסן."
1439,בית פרטי/קוטג',רעננה - כפר סבא,כפר סבא,מוצקין;דובדבן הכפר;כיסופים,3.5,0,7400,400.0,0,1,0,1,0,0,1,0,0,1,0,0,"כל הקודם זוכה!
בית נעים ברחוב הגליל, פארק כפר סבא בהמשך הרחוב. 3.5 חדרים וגינה גדולה עם עצי נוי ופרי. שירותים ומקלחת חדשים. בעלי בית מקסימים. אפשרות לרכישת ריהוט ומחסן גדול (מהשוכרים). פינוי בסוף אוגוסט (גמיש)"
1440,דירה,באר שבע והסביבה,שדרות,הרב אבא אבוחצירה 1,4.0,7,3750,130.0,0,0,1,1,1,1,0,1,0,0,0,0,דיורה חדשה מתחת לפנהאוז בת פחות משנה מפרט גבוה 110 מטר ו23 מטר מרפסת ענקית לנוף מדהים לכיוון הים. הכול חדש כמובן. שכנים מקסימים ומגובשים וועד מעולה. מעדיפים להשכרה לטווח ארוך. מה20/8/23
1441,דירה,נצרת עילית,נוף יזרעאל,שדרות מנחם אריאב 36,3.0,1,3000,60.0,0,0,0,1,0,1,1,0,0,1,0,0,"להשכרה ב נוף הגליל ( נצרת עלית ) 
דירה 3 חדרים קומה קרקע עם גינה ונוף מרגיע , משופצת מהיסוד ברמה גבוהה מאוד הכל חדש בדירה ריצוף , מערכת חשמל , מערכת אינסטלציה מזגנים מטבח מקלחות ?. השוכר מקבל  ציוד חשמלי חדש מקרר תנור גז מכונת כביסה"
1442,יחידת דיור,באר שבע והסביבה,גבעות בר,משעול יערה 2,3.0,2,3300,60.0,0,0,0,1,1,1,1,0,0,0,0,0,"יחידת דיור שווה במיוחד. ממקומת בקומה עליונה עם מרפסת ענקית שצופה לפארק. ממוזגת לכל חדר וסלון בנפרד , חדשה לגמרי. כניסה בנפרד ליחידה"
1443,דירה,אשדוד - אשקלון,אשדוד,רובע ד,3.0,3,4200,80.0,0,0,1,1,0,0,0,0,0,0,0,0,"דירת 3 חדרים מרווחת כ80 מ""ר 
בקרבת קופת חולים גנים ובית ספר אזור מרכזי ושקט.
כניסה ב1.9"
1444,דירה,פתח תקוה והסביבה,פתח תקווה,הדר גנים;גני הדר,4.5,1,5470,91.0,0,0,1,1,1,1,0,1,1,1,1,0,"דירה יפה ומשופצת, ממוקמת בברלוביץ 6, קומה 1, עם מעלית. 91 מ""ר. 4.5 חדרים כולל יחידת הורים (כולל אמבטיה ושירותים נוספים). בדירה יש מזגן ודוד שמש. יש מרפסת וחניה.
כניסה ב16.8.23"
1445,דירה,גליל ועמקים,מחניים,מחניים,3.0,2,3200,77.0,0,0,0,1,0,1,0,0,0,0,0,0,"המקלחת והשירותים שופצו לאחרונה.
3 חדרי שינה, סלון ,מטבח ומרפסת חמודה.
חניה של השכונה לא צמודה"
1446,דירה,תל אביב,תל אביב יפו,ניר אביב,3.0,2,5000,55.0,0,0,0,1,0,0,0,0,0,1,0,0,"להשכרה דירת 3 חדרים באיזור שקט משופצת ברמה גבוהה קרוב לפארקים ותחבורה ציבורית.
אפשרות להשאיר ארונות בחדרים כולל מזנון"
1447,דירה,בקעת אונו,קרית אונו,יצחק נבון 3,6.0,11,8000,154.0,0,0,1,1,1,1,0,1,1,0,0,0,דירת 6 חדרים עם מרפסת שמש 141+13 מטר. יחידת הורים. שתי חניות ומחסן פרטי צמוד. מטבח מושקע מנגר. מזגן מרכזי ובנוסף מזגן בכל חדר. רשתות. מחמם מים בגז. נא ליצור קשר בהודעות
